Number of blanks,Name,Platform,Console,Year_of_Release,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
0,TouchMaster,DS,DS,2007,Puzzle,Midway Games,71,19,5.7,9,Midway Studios - San Diego,E10+
0,Tenchu: Stealth Assassins,PS,PS,1997,Action,Activision,87,14,8.8,45,Acquire,M
0,Tennis,GB,GB,1989,Sports,Nintendo,,,,,,
0,Harry Potter and the Chamber of Secrets,GBA,GBA,2002,Action,Electronic Arts,76,11,7.9,14,Eurocom Entertainment Software,E
0,Kingdom Hearts 358/2 Days,DS,DS,2009,Role-Playing,Square Enix,75,53,7.8,162,h.a.n.d. Inc.,E10+
0,Skate 3,PS3,PS3,2010,Sports,Electronic Arts,80,46,7.6,82,EA Black Box,T
0,SimCity,SNES,SNES,1991,Simulation,Nintendo,,,,,,
0,Harry Potter and the Chamber of Secrets,PS,PS,2002,Action,Electronic Arts,,,8.5,33,Argonaut Games,E
0,Need for Speed Rivals,PS4,PS4,2013,Racing,Electronic Arts,80,53,6.2,667,Ghost Games,E10+
0,Spyro: Enter the Dragonfly,PS2,PS2,2002,Platform,Universal Interactive,56,20,4.1,95,Check Six Games,E
0,Devil May Cry 2,PS2,PS2,2003,Action,Capcom,68,40,6.6,167,Capcom,M
0,E.T.: The Extra Terrestrial,2600,Atari2600,1981,Action,Atari,,,,,,
0,Hot Shots Golf: Open Tee,PSP,PSP,2004,Sports,Sony Computer Entertainment,81,57,8.7,34,Clap Hanz,E10+
0,Minecraft,PSV,PSV,2014,Misc,Sony Computer Entertainment Europe,,,,,,
0,Soccer,NES,NES,1985,Sports,Nintendo,,,,,,
0,Rad Racer,NES,NES,1986,Racing,Nintendo,,,,,,
0,Forza Horizon,X360,X360,2012,Racing,Microsoft Game Studios,85,83,8.4,431,"PLAYGROUND, Playground Games",T
0,Tom Clancy's Rainbow Six: Vegas,X360,X360,2006,Shooter,Ubisoft,88,69,8.3,225,Ubisoft Montreal,M
0,Crash Nitro Kart,PS2,PS2,2003,Racing,Vivendi Games,69,24,7.7,59,Vicarious Visions,E
0,Resident Evil 6,X360,X360,2012,Shooter,Capcom,67,71,5.0,1407,Capcom,M
0,Grand Theft Auto: San Andreas,XB,XB,2005,Action,Take-Two Interactive,93,58,8.6,118,Rockstar North,AO
0,Star Wars: Dark Forces,PC,PC,1994,Shooter,LucasArts,,,,,,
0,NBA Street Vol. 2,PS2,PS2,2003,Sports,Electronic Arts,90,31,8.8,70,Electronic Arts,E
0,Def Jam Vendetta,PS2,PS2,2003,Fighting,Electronic Arts,80,33,8.9,41,Aki Corp.,T
0,Kirby Squeak Squad,DS,DS,2006,Platform,Nintendo,71,29,8.1,41,"Flagship, HAL Labs",E
0,Burnout Paradise,PS3,PS3,2008,Racing,Electronic Arts,87,55,7.7,455,Criterion Games,E10+
0,Who wants to be a millionaire,PC,PC,1999,Misc,Disney Interactive Studios,,,,,Jellyvision,E
0,Alleyway,GB,GB,1989,Puzzle,Nintendo,,,,,,
0,Scooby Doo and the Cyber Chase,PS,PS,2001,Adventure,THQ,,,7.4,10,Art,E
0,The Sims 3,PS3,PS3,2010,Simulation,Electronic Arts,78,39,6.4,55,The Sims Studio,T
0,FIFA Soccer 09,X360,X360,2008,Sports,Electronic Arts,87,51,8.0,106,EA Canada,E
0,Dragon Ball Z: Budokai 3,PS2,PS2,2004,Fighting,Atari,77,32,8.9,137,Dimps Corporation,T
0,Call of Duty: World at War,Wii,Wii,2008,Shooter,Activision,83,19,7.6,78,Exakt,M
0,Jet Moto 2,PS,PS,1997,Racing,Sony Computer Entertainment,,,,,,
0,Tom Clancy's Ghost Recon,PS2,PS2,2002,Shooter,Ubisoft,63,18,8.3,22,Ubisoft,M
0,BioShock Infinite,X360,X360,2013,Shooter,Take-Two Interactive,93,33,8.5,1647,Irrational Games,M
0,X-Men Legends,PS2,PS2,2004,Role-Playing,Activision,79,48,8.5,69,Raven Software,T
0,Mortal Kombat II,SNES,SNES,1993,Fighting,Acclaim Entertainment,,,,,,
0,Virtua Fighter 2,SAT,SAT,1995,Fighting,Sega,,,,,,
0,Mortal Kombat vs. DC Universe,X360,X360,2008,Fighting,Midway Games,72,61,7.5,87,Midway,T
0,Destiny: The Taken King,PS4,PS4,2015,Shooter,Activision,86,81,6.0,1079,Bungie,T
0,Tetris DX,GB,GB,1998,Puzzle,Nintendo,,,,,,
0,The Legend of Zelda: Oracle of Ages,GB,GB,2001,Action,Nintendo,,,,,,
0,Destiny,X360,X360,2014,Shooter,Activision,,,4.7,504,Bungie,T
0,Red Faction,PS2,PS2,2001,Shooter,THQ,88,25,8.0,69,Volition Inc.,M
0,The Sims: Makin' Magic,PC,PC,2003,Simulation,Electronic Arts,80,22,8.6,31,Maxis,T
0,Mario Party: Island Tour,3DS,3DS,2013,Misc,Nintendo,57,47,6.3,117,"Nintendo, Nd Cube",E
0,MX Unleashed,PS2,PS2,2004,Racing,THQ,80,18,9.2,46,Rainbow Studios,E
0,PaRappa The Rapper,PS,PS,1996,Misc,Sony Computer Entertainment,92,15,7.4,48,NanaOn-Sha,K-A
0,Guitar Hero: World Tour,PS3,PS3,2008,Misc,Activision,84,43,7.5,80,Neversoft Entertainment,T
0,Need for Speed: Shift,X360,X360,2009,Racing,Electronic Arts,83,75,6.5,134,Slightly Mad Studios,E
0,Mario Party 3,N64,N64,2000,Misc,Nintendo,,,,,,
0,Diablo III,PS3,PS3,2013,Role-Playing,Activision,86,43,6.4,557,Blizzard Entertainment,M
0,LittleBigPlanet 3,PS4,PS4,2014,Platform,Sony Computer Entertainment,79,78,7.1,506,Sumo Digital,E
0,Star Wars Rogue Leader: Rogue Squadron II,GC,GC,2001,Simulation,LucasArts,90,45,8.6,80,Factor 5,T
0,Tomb Raider (2013),X360,X360,2013,Action,Square Enix,,,,,,
0,Mario Super Sluggers,Wii,Wii,2008,Sports,Nintendo,69,31,7.8,58,Namco Bandai Games,E
0,Donkey Kong Country Returns,3DS,3DS,2013,Platform,Nintendo,,,,,,
0,Monopoly,Wii,Wii,2008,Misc,Electronic Arts,70,11,7.8,17,Electronic Arts,E
0,Madden NFL 09,PS3,PS3,2008,Sports,Electronic Arts,85,38,4.4,132,EA Tiburon,E
0,Batman: Arkham Origins,X360,X360,2013,Action,Warner Bros. Interactive Entertainment,74,46,7.5,685,WB Games Montreal,T
0,Game Party 2,Wii,Wii,2008,Misc,Midway Games,29,7,4.6,7,Midway,E
0,Yu-Gi-Oh! Forbidden Memories,PS,PS,1999,Role-Playing,Konami Digital Entertainment,,,,,,
0,Mortal Kombat: Deception,PS2,PS2,2004,Fighting,Midway Games,81,43,8.5,90,Midway,M
0,Hot Shots Golf 2,PS,PS,1999,Sports,Sony Computer Entertainment,,,,,,
0,Medal of Honor: European Assault (All Region sales),PS2,PS2,2005,Shooter,Electronic Arts,,,,,,
0,NBA 2K17,PS4,PS4,2016,Sports,Take-Two Interactive,88,47,6.7,162,Visual Concepts,E
0,Toy Story Mania!,Wii,Wii,2009,Misc,Disney Interactive Studios,49,15,6.6,13,Papaya Studios,E
0,WCW Nitro,PS,PS,1998,Fighting,THQ,,,,,,
0,High School Musical: Sing It!,PS2,PS2,2007,Misc,Disney Interactive Studios,,,,,,
0,Star Fox Adventures,GC,GC,2002,Adventure,Nintendo,82,39,7.7,145,Rare Ltd.,T
0,FIFA 2000,PS,PS,1998,Sports,Electronic Arts,,,,,,
0,Madden NFL 25,PS3,PS3,2013,Sports,Electronic Arts,76,19,4.1,91,EA Sports,E
0,Dynasty Warriors 3,PS2,PS2,2001,Action,THQ,78,17,9.1,90,Omega Force,T
0,The Legend of Zelda: Oracle of Seasons,GB,GB,2001,Adventure,Nintendo,,,,,,
0,Ratchet & Clank Future: A Crack in Time,PS3,PS3,2009,Platform,Sony Computer Entertainment,,,,,,
0,Madden NFL 06,XB,XB,2005,Sports,Electronic Arts,86,39,6.7,41,EA Sports,E
0,Shrek 2,PS2,PS2,2004,Platform,Activision,71,32,8.5,24,"Luxoflux, Inc.",E
0,Turok 2: Seeds of Evil,N64,N64,1997,Platform,Acclaim Entertainment,,,,,,
0,The Legend of Dragoon,PS,PS,1999,Role-Playing,Sony Computer Entertainment,74,12,8.4,248,SCEI,T
0,SingStar,PS2,PS2,2004,Misc,Sony Computer Entertainment,,,,,,
0,Star Wars: The Force Unleashed,Wii,Wii,2008,Action,LucasArts,71,18,7.9,75,Krome Studios,T
0,NBA Live 2002,PS2,PS2,2001,Sports,Electronic Arts,70,16,7.4,8,Electronic Arts,E
0,Just Cause 3,PS4,PS4,2015,Action,Square Enix,73,42,6.5,403,Avalanche Studios,M
0,Chrono Cross,PS,PS,1999,Role-Playing,SquareSoft,94,16,8.1,297,SquareSoft,T
0,Jak 3,PS2,PS2,2004,Platform,Sony Computer Entertainment,84,55,8.6,246,Naughty Dog,T
0,Kingdom Hearts: Chain of Memories,GBA,GBA,2004,Role-Playing,Square Enix,76,37,7.9,84,Jupiter Corporation,E
0,Pinball,NES,NES,1984,Action,Nintendo,,,,,,
0,Max Payne 3,PS3,PS3,2012,Shooter,Take-Two Interactive,87,31,7.8,790,Rockstar Studios,M
0,Gran Turismo Concept 2001 Tokyo,PS2,PS2,2001,Racing,Unknown,,,,,,
0,LEGO Marvel Super Heroes,PS3,PS3,2013,Action,Warner Bros. Interactive Entertainment,82,22,7.9,76,TT Games,E10+
0,Phineas and Ferb,DS,DS,2009,Action,Disney Interactive Studios,80,4,4.5,8,Altron,E
0,NCAA Football 06,PS2,PS2,2005,Sports,Electronic Arts,87,25,8.5,36,EA Sports,E
0,"Hey You, Pikachu!",N64,N64,1998,Simulation,Nintendo,,,,,,
0,Rayman Raving Rabbids 2,Wii,Wii,2007,Misc,Ubisoft,67,25,8.3,66,Ubisoft Montpellier,E10+
0,2 Games in 1: Sonic Advance & ChuChu Rocket!,GBA,GBA,2005,Misc,THQ,,,,,,
0,Jet Moto,PS,PS,1996,Racing,Sony Computer Entertainment,,,,,,
0,Kirby: Triple Deluxe,3DS,3DS,2014,Platform,Nintendo,80,68,8.8,206,HAL Labs,E
0,Secret of Mana,SNES,SNES,1993,Role-Playing,SquareSoft,,,,,,
0,GoldenEye 007 (2010),Wii,Wii,2010,Action,Activision,,,,,,
0,Sonic Classic Collection,DS,DS,2010,Platform,Sega,70,24,7.5,28,Creative Assembly,E
0,Air Combat,PS,PS,1995,Simulation,Sony Computer Entertainment,,,,,,
0,Diablo III,PS4,PS4,2014,Role-Playing,Activision,,,,,Blizzard Entertainment,M
0,inFAMOUS 2,PS3,PS3,2011,Action,Sony Computer Entertainment,83,90,8.4,932,Sucker Punch,T
0,World of Warcraft: Mists of Pandaria,PC,PC,2012,Role-Playing,Activision,82,42,4.8,1265,Blizzard Entertainment,T
0,Sonic & Knuckles,GEN,GEN,1994,Platform,Sega,,,,,,
0,Namco Museum,PS2,PS2,2001,Misc,Namco Bandai Games,72,9,6.0,5,Mass Media,E
0,The Sims: Hot Date,PC,PC,2001,Simulation,Electronic Arts,85,17,7.9,70,Maxis,T
0,Demon's Souls,PS3,PS3,2009,Role-Playing,Namco Bandai Games,89,81,8.9,1441,From Software,M
0,The Orange Box,X360,X360,2007,Shooter,Electronic Arts,96,54,8.9,797,Valve Software,M
0,DDRMAX2: Dance Dance Revolution,PS2,PS2,2003,Simulation,Konami Digital Entertainment,82,27,8.2,11,Konami,E
0,Crazy Taxi,DC,DC,2000,Racing,Sega,,,,,,
0,Virtua Fighter 4,PS2,PS2,2002,Fighting,Sega,94,36,8.0,84,Sega AM2,T
0,Mafia III,PS4,PS4,2016,Action,Take-Two Interactive,68,66,5.1,1147,Hangar 13,M
0,Sly 2: Band of Thieves,PS2,PS2,2004,Platform,Sony Computer Entertainment,88,64,9.0,178,Sucker Punch,E
0,Guitar Hero: World Tour,PS2,PS2,2008,Misc,Activision,,,8.0,13,BudCat,T
0,Sonic Advance 2,GBA,GBA,2002,Platform,Sega,83,23,8.3,46,Dimps Corporation,E
0,Madden NFL 07,X360,X360,2006,Sports,Electronic Arts,80,54,6.0,148,EA Tiburon,E
0,NFL GameDay 2000,PS,PS,1999,Sports,989 Studios,,,,,,
0,NBA 2K11,PS3,PS3,2010,Action,Take-Two Interactive,89,46,7.6,105,Visual Concepts,E
0,Forza Motorsport 6,XOne,XOne,2015,Racing,Microsoft Game Studios,87,85,7.9,863,Turn 10,E
0,The Evil Within,PS4,PS4,2014,Action,Bethesda Softworks,75,65,7.3,1223,Tango Gameworks,M
0,Metroid Prime 3: Corruption,Wii,Wii,2007,Shooter,Nintendo,90,62,8.9,491,Retro Studios,T
0,The Legend of Zelda: The Wind Waker,WiiU,WiiU,2013,Action,Nintendo,,,,,,
0,Disney's The Lion King,SNES,SNES,1994,Platform,Virgin Interactive,,,,,,
0,Professor Layton and the Mask of Miracle,3DS,3DS,2011,Puzzle,Nintendo,,,,,,
0,Midnight Club II,PS2,PS2,2003,Racing,Take-Two Interactive,85,41,8.5,47,Rockstar San Diego,T
0,SpongeBob SquarePants: SuperSponge,PS,PS,2001,Action,THQ,,,,,,
0,The Getaway: Black Monday,PS2,PS2,2004,Action,Sony Computer Entertainment,57,53,7.6,47,SCEE London Studio,M
0,50 Cent: Bulletproof,PS2,PS2,2005,Action,Vivendi Games,47,21,6.6,129,Genuine Games,M
0,Final Fantasy II,SNES,SNES,1991,Role-Playing,Square,,,,,,
0,Kirby 64: The Crystal Shards,N64,N64,2000,Platform,Nintendo,,,,,,
0,Dead or Alive 3,XB,XB,2001,Fighting,Microsoft Game Studios,87,35,8.6,44,Team Ninja,T
0,Dragon Quest Monsters: Joker,DS,DS,2006,Role-Playing,Square Enix,75,30,7.4,27,TOSE,E10+
0,LEGO Star Wars III: The Clone Wars,Wii,Wii,2011,Action,LucasArts,76,7,7.7,10,Traveller's Tales,E10+
0,High School Musical: Sing It!,Wii,Wii,2007,Misc,Disney Interactive Studios,,,,,,
0,Metroid II: Return of Samus,GB,GB,1991,Adventure,Nintendo,,,,,,
0,WWF Attitude,PS,PS,1998,Fighting,Acclaim Entertainment,,,,,,
0,UFC 2009 Undisputed,PS3,PS3,2009,Fighting,THQ,84,58,8.1,47,THQ,T
0,The SpongeBob SquarePants Movie,PS2,PS2,2004,Platform,THQ,75,5,9.0,54,Heavy Iron Studios,E
0,Golden Sun,GBA,GBA,2001,Role-Playing,Nintendo,91,29,9.3,198,Camelot Software Planning,E
0,Sonic the Hedgehog 3,GEN,GEN,1994,Platform,Sega,,,,,,
0,Kid Icarus,NES,NES,1986,Platform,Nintendo,,,,,,
0,Def Jam: Fight for NY,PS2,PS2,2004,Fighting,Electronic Arts,83,46,8.9,73,Aki Corp.,M
0,Tom Clancy's Ghost Recon,XB,XB,2002,Shooter,Ubisoft,84,29,6.1,27,Red Storm Entertainment,M
0,State of Emergency,PS2,PS2,2002,Action,Take-Two Interactive,71,34,5.7,33,VIS Entertainment,M
0,2 Games in 1 Double Pack: The Incredibles / Finding Nemo: The Continuing Adventures,GBA,GBA,2007,Action,THQ,,,,,,
0,The Urbz: Sims in the City,PS2,PS2,2004,Simulation,Electronic Arts,70,25,8.2,24,Maxis,T
0,Star Wars: Starfighter,PS2,PS2,2001,Simulation,Activision,84,25,8.0,21,LucasArts,T
0,Madden NFL 2000,PS,PS,1998,Sports,Electronic Arts,,,,,,
0,Star Wars: Battlefront,XB,XB,2004,Shooter,Activision,80,55,9.1,57,Pandemic Studios,T
0,Pro Evolution Soccer,PS2,PS2,2001,Sports,Konami Digital Entertainment,,,,,,
0,Madden NFL 17,PS4,PS4,2016,Sports,Electronic Arts,82,35,4.9,83,EA Sports,E
0,Just Cause 2,PS3,PS3,2010,Action,Square Enix,83,66,8.0,291,Avalanche Studios,M
0,Disney's Aladdin,SNES,SNES,1993,Platform,Capcom,,,,,,
0,Kirby's Adventure,NES,NES,1993,Platform,Nintendo,,,,,,
0,Yoshi,NES,NES,1991,Puzzle,Nintendo,,,,,,
0,The Elder Scrolls Online,PS4,PS4,2015,Role-Playing,Bethesda Softworks,,,,,,
0,FIFA Soccer 08,PS3,PS3,2007,Sports,Electronic Arts,81,28,7.1,47,EA Canada,E
0,Crackdown,X360,X360,2007,Shooter,Microsoft Game Studios,83,75,8.0,340,Realtime Worlds,M
0,Wii Party U,WiiU,WiiU,2013,Misc,Nintendo,65,38,6.8,135,Nd Cube,E
0,Dance Dance Revolution X,PS2,PS2,2008,Simulation,Konami Digital Entertainment,55,6,6.2,6,Konami,E10+
0,2 Games in 1: Disney Princess & The Lion King,GBA,GBA,2004,Misc,THQ,,,,,,
0,Kingdom Hearts,PS3,PS3,2013,Role-Playing,Square Enix,,,,,,
0,Star Wars Episode I: The Phantom Menace,PS,PS,1999,Adventure,LucasArts,,,,,,
0,Xenosaga Episode I: Der Wille zur Macht,PS2,PS2,2002,Role-Playing,Namco Bandai Games,83,35,8.7,99,Monolith Soft,T
0,Watch Dogs,PS3,PS3,2014,Action,Ubisoft,,,5.1,383,Ubisoft Montreal,M
0,Kinect Star Wars,X360,X360,2012,Action,Microsoft Game Studios,55,61,3.5,145,Terminal Reality,T
0,Dragon's Dogma,PS3,PS3,2012,Role-Playing,Capcom,78,38,8.3,444,Capcom,M
0,Cruis'n USA,N64,N64,1996,Racing,Nintendo,,,,,,
0,Madden NFL 99,PS,PS,1998,Sports,Electronic Arts,,,,,,
0,The Order: 1886,PS4,PS4,2015,Shooter,Sony Computer Entertainment,63,94,6.6,3172,"Ready at Dawn, SCE Santa Monica",M
0,SSX Tricky,PS2,PS2,2001,Sports,Electronic Arts,92,33,8.9,71,EA Canada,E
0,Knack,PS4,PS4,2013,Platform,Sony Computer Entertainment Europe,54,83,6.5,1074,SCE Japan Studio,E10+
0,Twisted Metal III,PS,PS,1998,Action,989 Studios,,,,,,
0,Harry Potter and the Sorcerer's Stone,GB,GB,2001,Action,Electronic Arts,,,,,,
0,Dragon Quest VI: Realms of Revelation,DS,DS,2010,Role-Playing,Nintendo,78,41,8.1,31,ArtePiazza,T
0,Crash Bandicoot: The Huge Adventure,GBA,GBA,2002,Platform,Universal Interactive,78,18,7.9,27,Vicarious Visions,E
0,Hitman: Absolution,X360,X360,2012,Action,Square Enix,79,51,7.1,453,Io Interactive,M
0,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,PS2,PS2,2003,Action,Take-Two Interactive,,,,,,
0,The Crew,PS4,PS4,2014,Racing,Ubisoft,61,60,5.4,575,"Ubisoft Reflections, Ivory Tower",T
0,Call of Duty: World at War Final Fronts,PS2,PS2,2008,Shooter,Activision,,,,,,
0,NBA 2K15,XOne,XOne,2014,Sports,Take-Two Interactive,82,9,6.3,101,Visual Concepts,E
0,Madden NFL 2005,XB,XB,2004,Sports,Electronic Arts,91,39,7.6,26,EA Tiburon,E
0,Star Ocean: Till The End of Time,PS2,PS2,2003,Role-Playing,Ubisoft,80,55,7.7,134,Tri-Ace,T
0,Call of Duty: Modern Warfare 3,PC,PC,2011,Shooter,Activision,78,26,2.5,5664,"Infinity Ward, Sledgehammer Games",M
0,Dishonored,X360,X360,2012,Action,Bethesda Softworks,88,56,7.9,815,Arkane Studios,M
0,Toy Story 2: Buzz Lightyear to the Rescue!,PS,PS,1998,Platform,Activision,,,,,,
0,The Beatles: Rock Band,Wii,Wii,2009,Misc,MTV Games,89,25,8.9,43,Harmonix Music Systems,T
0,Ace Combat 5: The Unsung War,PS2,PS2,2004,Simulation,Sony Computer Entertainment Europe,84,57,9.1,81,Namco,T
0,Need for Speed Underground,XB,XB,2003,Racing,Electronic Arts,83,25,8.7,35,Electronic Arts,E
0,Kanshuu Nippon Joushikiryoku Kentei Kyoukai: Imasara Hito ni wa Kikenai Otona no Joushikiryoku Training DS,DS,DS,2006,Misc,Nintendo,,,,,,
0,Tetris Worlds,GBA,GBA,2001,Puzzle,THQ,65,10,,,3d6 Games,E
0,Imagine: Teacher,DS,DS,2008,Simulation,Ubisoft,,,,,Magic Pockets,E
0,Call of Duty: Black Ops 3,X360,X360,2015,Shooter,Activision,,,,,,
0,Deal or No Deal,DS,DS,2007,Misc,Mindscape,20,13,1.9,41,Artefacts Studio,E
0,FIFA Soccer 10,PS2,PS2,2009,Sports,Electronic Arts,,,8.4,9,EA Sports,E
0,Portal 2,PS3,PS3,2011,Shooter,Valve,95,54,8.4,937,Valve Software,E10+
0,Super Puyo Puyo,SNES,SNES,1993,Puzzle,Banpresto,,,,,,
0,NCAA Football 07,PS2,PS2,2006,Sports,Electronic Arts,87,18,8.6,23,EA Sports,E
0,The Sims 3: Late Night Expansion Pack,PC,PC,2010,Simulation,Electronic Arts,74,17,5.3,77,The Sims Studio,T
0,No Man's Sky,PS4,PS4,2016,Action,Hello Games,71,94,4.5,5096,Hello Games,T
0,Ben 10: Protector of Earth,DS,DS,2007,Action,D3Publisher,,,,,,
0,Cabela's Big Game Hunter 2010,Wii,Wii,2009,Sports,Activision Value,,,7.8,4,Activision,T
0,SOCOM 3: U.S. Navy SEALs,PS2,PS2,2005,Shooter,Sony Computer Entertainment,82,59,8.8,64,Zipper Interactive,M
0,BioShock Infinite,PS3,PS3,2013,Shooter,Take-Two Interactive,94,27,8.5,1863,Irrational Games,M
0,Jampack Winter '99,PS,PS,1999,Misc,Sony Computer Entertainment,,,,,,
0,Call of Duty: Black Ops 3,PS3,PS3,2015,Shooter,Activision,,,,,,
0,WCW vs. nWo: World Tour,N64,N64,1997,Fighting,THQ,,,,,,
0,WCW/NWO Thunder,PS,PS,1998,Fighting,THQ,,,,,,
0,Harry Potter and the Sorcerer's Stone,GBA,GBA,2001,Action,Electronic Arts,64,8,7.1,7,Griptonite Games,E
0,Dragon Ball Z: The Legacy of Goku,GBA,GBA,2002,Role-Playing,Infogrames,53,15,6.9,28,Webfoot Technologies,E
0,Cooking Mama 3: Shop & Chop,DS,DS,2009,Simulation,505 Games,,,,,,
0,Resident Evil 4,GC,GC,2005,Action,Capcom,96,82,9.4,767,Capcom,M
0,Personal Trainer: Math,DS,DS,2007,Puzzle,Nintendo,63,11,,,Jupiter Corporation,E
0,Game Party 3,Wii,Wii,2009,Puzzle,Warner Bros. Interactive Entertainment,37,4,,,Farsight Studios,E
0,Need For Speed: Undercover,X360,X360,2008,Racing,Electronic Arts,64,62,5.9,104,EA Vancouver,T
0,World Championship Poker: Featuring Howard Lederer - All In,PS2,PS2,2006,Misc,Oxygen Interactive,,,,,,
0,NFL GameDay 98,PS,PS,1997,Sports,Sony Computer Entertainment,,,,,,
0,Sonic Colors,Wii,Wii,2010,Platform,Sega,78,58,8.5,301,Sonic Team,E
0,Saints Row 2,PS3,PS3,2008,Action,THQ,82,50,7.9,135,Volition Inc.,M
0,Yoshi's Cookie,GB,GB,1992,Puzzle,Nintendo,,,,,,
0,Time Crisis,PS,PS,1997,Shooter,Namco Bandai Games,,,,,,
0,Sid Meier's Civilization V,PC,PC,2010,Strategy,Take-Two Interactive,90,70,7.9,2280,Firaxis Games,E10+
0, Fire Emblem Fates,3DS,3DS,2015,Role-Playing,Nintendo,,,,,,
0,The Sims: Superstar,PC,PC,2003,Simulation,Electronic Arts,79,20,8.2,25,Maxis,T
0,Metroid Fusion,GBA,GBA,2002,Action,Nintendo,92,44,9.1,200,Nintendo,E
0,We Ski,Wii,Wii,2008,Sports,Namco Bandai Games,67,32,8.5,12,Bandai Namco Games,E
0,Star Wars Battlefront: Renegade Squadron,PSP,PSP,2007,Shooter,LucasArts,73,35,7.9,46,Rebellion,T
0,SSX 3,PS2,PS2,2003,Sports,Electronic Arts,93,41,9.1,125,EA Canada,E
0,Madden NFL 2001,PS,PS,2000,Sports,Electronic Arts,90,14,6.8,4,EA Sports,E
0,Star Wars: Battlefront II,XB,XB,2005,Shooter,Activision,83,40,8.9,106,Pandemic Studios,T
0,Disney's DuckTales,NES,NES,1989,Platform,Capcom,,,,,,
0,Tony Hawk's Pro Skater 3,PS,PS,2001,Sports,Activision,87,10,8.3,36,Shaba Games,E
0,"Monsters, Inc.",GBA,GBA,2001,Adventure,THQ,,,,,Artificial Mind and Movement,E
0,PGR: Project Gotham Racing 2,XB,XB,2003,Racing,Microsoft Game Studios,,,,,,
0,Dragon Age: Origins,PS3,PS3,2009,Role-Playing,Electronic Arts,87,41,7.9,597,BioWare,M
0,Spy Hunter,PS2,PS2,2001,Racing,Midway Games,84,28,7.8,13,Paradigm Entertainment,T
0,NCAA Football 2004,PS2,PS2,2003,Sports,Electronic Arts,94,15,8.8,81,EA Sports,E
0,Fight Night Round 3,PS3,PS3,2006,Fighting,Electronic Arts,83,37,7.9,24,EA Chicago,T
0,StarCraft II: Heart of the Swarm,PC,PC,2013,Strategy,Activision,86,68,7.9,1346,Blizzard Entertainment,T
0,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,PS2,2003,Platform,THQ,71,9,9.0,85,Heavy Iron Studios,E
0,Until Dawn,PS4,PS4,2015,Adventure,Sony Computer Entertainment Europe,79,103,8.2,2161,SuperMassive Games,M
0,Big Beach Sports,Wii,Wii,2008,Sports,THQ,44,17,8.0,41,HB Studios Multimedia,E
0,Street Fighter II': Special Champion Edition,GEN,GEN,1992,Fighting,Sega,,,,,,
0,SSX,PS2,PS2,2000,Sports,Electronic Arts,93,35,8.3,33,EA Sports Big,E
0,Shaun White Snowboarding: Road Trip,Wii,Wii,2008,Sports,Ubisoft,78,28,8.7,22,Ubisoft,E10+
0,NBA Ballers,PS2,PS2,2004,Sports,Midway Games,83,44,9.2,19,Midway,E
0,Saints Row IV,X360,X360,2013,Action,Deep Silver,81,42,6.5,325,Volition Inc.,M
0,NBA Live 2003,PS2,PS2,2002,Sports,Electronic Arts,83,22,8.3,28,EA Canada,E
0,LEGO Batman 2: DC Super Heroes,X360,X360,2012,Action,Warner Bros. Interactive Entertainment,79,59,7.2,114,TT Games,E10+
0,Dragon Ball Z: Budokai Tenkaichi,PS2,PS2,2005,Fighting,Atari,72,29,8.4,71,Spike,T
0,Dark Souls III,PS4,PS4,2016,Role-Playing,Namco Bandai Games,89,69,8.8,1940,From Software,M
0,Ms. Pac-Man,2600,Atari2600,1981,Puzzle,Atari,,,,,,
0,Kirby's Return to Dreamland,Wii,Wii,2011,Platform,Nintendo,77,49,8.5,156,HAL Labs,E10+
0,Mario Party 6,GC,GC,2004,Misc,Nintendo,71,33,7.9,51,Hudson Soft,E
0,Super Scope 6,SNES,SNES,1991,Shooter,Nintendo,,,,,,
0,Star Wars The Clone Wars: Lightsaber Duels,Wii,Wii,2008,Action,LucasArts,56,24,6.7,18,Krome Studios,T
0,Need for Speed Carbon,X360,X360,2006,Racing,Electronic Arts,77,52,6.3,82,EA Canada,E10+
0,Heavenly Sword,PS3,PS3,2007,Action,Sony Computer Entertainment,79,64,8.3,544,Ninja Theory,T
0,Dragon Quest V: Tenkuu no Hanayome,PS2,PS2,2004,Role-Playing,Enix Corporation,,,,,,
0,MySims,Wii,Wii,2007,Simulation,Electronic Arts,68,38,7.2,56,EA Redwood Shores,E
0,Kirby & the Amazing Mirror,GBA,GBA,2004,Platform,Nintendo,,,,,,
0,Army of Two,X360,X360,2008,Shooter,Electronic Arts,72,76,7.6,233,EA Montreal,M
0,Dig Dug,2600,Atari2600,1982,Puzzle,Atari,,,,,,
0,Tom Clancy's Rainbow Six,PS,PS,1999,Shooter,Red Storm Entertainment,,,,,,
0,Ghosts 'n Goblins,NES,NES,1986,Action,Capcom,,,,,,
0,Tiger Woods PGA Tour 2003,PS2,PS2,2002,Sports,Electronic Arts,88,18,8.9,18,EA Sports,E
0,NBA Live 06 (All region sales),PS2,PS2,2005,Sports,Electronic Arts,,,,,,
0,Prince of Persia: Warrior Within,PS2,PS2,2004,Action,Ubisoft,83,51,8.5,120,Ubisoft Montreal,M
